"climbRate","Sgz","'p'","'q'","curPitch","curRoll","absRoll","diffClb"
"57","25","-0.33","-0.05","0.43","-0.4","-10","10"
"-59","27","0.12","0.11","0.59","-0.8","-11","-8"
"-118","26","0.23","0.11","0.65","-0.7","-11","-8"
"-337","16","0.35","-0.04","0.83","0.3","-10","-5"
"-27","-8","-0.3","0.03","0.54","-0.1","-10","1"
"-222","-13","-0.3","0.08","1.3","-0.5","-10","-5"
"259","-21","0.23","-0.05","0.61","-0.7","-11","14"
"311","-16","0.27","0.03","0.63","-0.5","-10","-1"
"-69","-4","0.02","0.2","1.12","0.3","-10","-15"
"-165","-20","-0.29","-0.04","1.09","-0.4","-10","6"
"-47","-25","-0.15","0.07","0.98","-1.6","-12","-1"
"152","-24","0.16","-0.04","0.68","-1.7","-12","11"
"119","8","0.12","0.15","0.79","0.2","-10","-10"
"-361","-16","0.03","-0.29","1.15","0.5","-10","11"
"5","-23","-0.04","-0.07","0.79","0.5","-9","7"
"98","-22","-0.11","-0.04","0.69","0.4","-10","7"
"334","-4","0.22","0.02","0.45","0.6","-9","2"
"-325","5","0.02","0.25","1.28","1.3","-9","-27"
"-626","-10","-0.16","0.05","1.52","1.2","-9","-15"
"-498","-35","-0.28","-0.22","1.16","0.6","-9","30"
"-79","-44","-0.24","-0.16","0.75","0.1","-10","23"
"282","-41","-0.05","-0.14","0.39","-0.2","-10","19"
"566","-18","0.03","0","0.19","-0.2","-10","-3"
"156","8","0.07","0.3","0.72","0.1","-10","-26"
"-218","8","0.07","0.16","1.1","0.1","-10","-27"
"-78","-3","0.05","-0.09","0.76","0.3","-10","13"
"32","6","-0.23","0.07","0.71","-0.5","-10","-3"
"-26","0","0.25","0.18","0.8","-0.7","-11","-15"
"-262","-7","0.19","0.11","0.99","-0.1","-10","-6"
"-310","-24","0.06","0.01","0.99","0.3","-10","3"
"-283","-48","-0.05","-0.1","0.83","-0.7","-11","10"
"-219","-51","-0.04","-0.01","0.79","-0.7","-11","9"
"2","-55","0.11","-0.14","0.53","-0.7","-11","18"
"377","-43","0.12","-0.03","0.23","0.1","-10","3"
"385","-41","0.1","-0.02","0.22","0.1","-10","4"
"303","-19","-0.29","0.14","0.35","-0.3","-10","-9"
"248","-16","-0.34","0.13","0.4","-0.5","-10","-10"
"54","-10","-0.39","0.12","0.57","-1.4","-11","-8"
"-125","-12","-0.17","0.11","0.73","-2.2","-12","-6"
"-186","-26","0.38","0.05","0.76","-1.8","-12","0"
"-269","-45","0.25","-0.13","0.79","0.5","-9","8"
"-100","-52","-0.22","0.01","0.67","0.8","-9","1"
"-96","-52","-0.27","0.01","0.66","0.7","-9","2"
"-74","-55","-0.66","0.04","0.66","-0.3","-10","-4"
"313","-46","0.22","0.01","0.26","-1.8","-12","6"
"197","-23","0.14","0.13","0.43","-0.4","-10","-11"
"-35","-19","-0.12","0.11","0.63","-0.5","-10","-7"
"-222","-30","0.14","0.04","0.76","-0.7","-11","4"
"554","-4","-0.23","0.24","0.07","-0.5","-10","-5"
"-56","13","-0.11","0.26","0.7","-1.2","-11","-25"
"-277","10","-0.05","0.18","0.88","-1.3","-11","-22"
"296","7","0.03","-0.08","0.22","-1.1","-11","12"
"-231","15","0.14","-0.16","0.7","-0.6","-11","10"
"-118","1","-0.19","0.06","0.65","-0.7","-11","-2"
"-127","-11","0.09","0.05","0.65","-1.1","-11","0"
"126","-33","-0.1","0.01","0.4","-0.6","-10","3"
"67","-6","0.24","0.06","0.47","0.4","-10","-3"
"-240","-16","-0.23","0.07","0.75","0.6","-9","-5"
"5","-37","0.19","-0.02","0.5","0","-10","6"
"120","-34","0.29","-0.01","0.4","0.6","-9","4"
"166","-31","0.28","-0.01","0.36","0.9","-9","4"
"203","-17","-0.27","0.03","0.34","1.1","-9","0"
"279","2","-0.43","0.02","0.26","-0.9","-11","3"
"279","7","-0.4","0.09","0.29","-1.4","-11","-6"
"-197","13","0.24","0.17","0.75","-1.9","-12","-13"
"-315","7","0.41","-0.06","0.8","-1.5","-11","-2"
"-297","4","0.45","0.11","0.79","-1.3","-11","1"
"-321","-2","0.46","0.07","0.82","-0.8","-11","-3"
"-326","-3","0.46","0.08","0.83","-0.7","-11","-3"
"-350","-6","0.4","0.1","0.86","-0.5","-10","-6"
"-414","-21","0.03","0.07","0.91","0.1","-10","-4"
"-437","-29","-0.24","0.06","0.93","0","-10","-3"
"-351","-38","-0.41","-0.15","0.76","-0.5","-10","21"
"234","-40","-0.11","-0.05","0.27","-1.9","-12","11"
"552","-7","0.29","0.01","0.01","-1.4","-11","4"
"-61","9","0.08","0.22","0.65","-0.5","-10","-20"
"-216","8","-0.05","0.22","0.79","-0.5","-10","-20"
"-332","5","-0.15","0.23","0.9","-0.6","-10","-21"
"-328","-53","0.26","-0.15","0.74","-1.6","-12","20"
"52","-57","0.5","-0.08","0.42","-0.8","-11","15"
"420","-45","0.37","0.21","0.16","0.6","-9","-2"
"49","-25","-0.52","0.11","0.51","0.4","-10","-9"
"-22","-25","-0.67","0","0.55","-0.3","-10","-5"
"-27","-26","-0.68","0.11","0.56","-1.1","-11","-5"
"-117","-30","0.09","0.09","0.64","-2.4","-12","-4"
"39","-32","0.36","0.05","0.48","-1.1","-11","2"
"33","-29","-0.04","0.05","0.5","-0.6","-10","-2"
"35","-29","-0.25","-0.05","0.47","-0.7","-11","6"
"470","-18","0.1","-0.13","0.02","-1.1","-11","19"
"678","-2","0.32","0.15","-0.1","-0.7","-11","1"
"374","17","0.25","0.33","0.28","0.1","-10","-26"
"161","20","-0.07","0.25","0.47","0.2","-10","-26"
"-108","20","-0.47","0.12","0.61","-0.5","-10","5"
"-169","17","-0.49","0.07","0.69","-1.1","-11","-5"
"-189","15","-0.44","0.05","0.7","-1.4","-11","-4"
"-60","6","0.42","-0.09","0.54","-1.5","-11","6"
"19","6","0.59","-0.02","0.47","-1.1","-11","9"
"31","8","0.56","0.09","0.52","0.2","-10","-9"
"-139","6","-0.04","0.06","0.66","0.9","-9","-5"
"-205","2","-0.48","0.14","0.73","0.5","-9","-6"
"-284","-4","-0.55","0.09","0.79","-0.2","-10","-5"
"-110","-19","-0.09","-0.08","0.57","-1.3","-11","12"
"175","-14","0.28","0.01","0.35","-0.8","-11","3"
"188","0","0.14","0.02","0.34","0.5","-9","1"
"112","8","-0.15","0.09","0.44","0.6","-9","-8"
"-195","5","-0.19","-0.08","0.67","-0.7","-11","5"
"15","-1","0.14","-0.06","0.46","-0.8","-11","13"
"196","10","0.07","0.06","0.35","0.1","-10","-2"
"-312","7","-0.21","0.14","0.84","-0.6","-10","-12"
"-205","-17","0.26","-0.02","0.68","-0.8","-11","6"
"-73","-24","0.35","0.03","0.58","0.6","-9","1"
"-68","-24","0.32","0.02","0.57","0.7","-9","1"
"-60","-25","0.26","0.02","0.57","1","-9","1"
"-49","-26","0.22","0.02","0.55","1.2","-9","2"
"-16","-32","-0.11","-0.01","0.51","0.5","-9","4"
"109","-30","0.14","-0.02","0.4","0.5","-9","6"
"135","-18","-0.3","0.05","0.4","0.8","-9","-4"
"96","-14","-0.51","-0.05","0.41","-0.3","-10","3"
"209","-2","0.24","0.03","0.32","-1","-11","2"
"30","7","0.59","0.11","0.52","0.7","-9","-10"
"-255","3","0.24","0.15","0.8","2.1","-8","-17"
"-448","-37","-0.35","-0.28","0.86","-0.3","-10","12"
"-188","-43","-0.15","-0.15","0.59","-0.6","-10","25"
"46","-44","0.01","-0.08","0.4","-0.6","-11","22"
"299","-25","0.27","0.11","0.28","0.3","-10","-11"
"-326","-26","-0.22","0.05","0.8","0.7","-9","5"
"143","-35","-0.25","-0.09","0.33","-0.6","-10","14"
"503","-17","-0.02","0.24","0.12","-1","-11","-12"
"-348","-7","-0.11","-0.2","0.8","-1","-11","3"
"159","-6","0.17","0.09","0.39","-0.7","-11","-6"
"-305","-8","-0.18","0.05","0.82","-0.5","-10","-11"
"-403","-23","-0.28","0.02","0.86","-1.1","-11","6"
"-179","-41","0.02","-0.05","0.64","-1.6","-11","9"
"-68","-23","-0.06","0.03","0.57","-0.6","-10","1"
"145","-23","0.11","-0.05","0.35","-0.6","-11","9"
"237","-20","0.18","-0.05","0.26","-0.5","-10","9"
"-27","0","-0.21","0.1","0.56","-0.5","-10","-7"
"-207","-21","0.06","0.02","0.69","-1.5","-11","3"
"-198","-28","0.1","0.12","0.73","-1.2","-11","-10"
"-254","-32","0.04","0.11","0.77","-1.2","-11","-7"
"142","-42","0.28","-0.11","0.32","-0.8","-11","16"
"342","-20","0.12","0.23","0.24","0.5","-10","-7"
"106","-14","-0.11","0.2","0.47","0.5","-10","-15"
"-111","-14","-0.67","0.18","0.67","-0.2","-10","-14"
"-131","-20","-0.49","-0.03","0.61","-1.5","-11","5"
"-15","-22","0.15","0.02","0.52","-1.9","-12","2"
"17","-22","0.54","0.22","0.53","-1.2","-11","-5"
"-334","-30","0.43","-0.12","0.82","0.3","-10","-8"
"-235","-36","0.39","-0.11","0.69","0.8","-9","9"
"-146","-38","0.22","0.03","0.62","1.1","-9","9"
"186","-40","-0.44","-0.1","0.29","-0.4","-10","14"
"629","-21","0.02","0.16","-0.09","-1","-11","11"
"602","-7","0.31","0.16","-0.01","-0.8","-11","-7"
"85","9","0.43","0.26","0.53","0.3","-10","-27"
"-295","5","0.34","0.1","0.81","1","-9","-9"
"-358","-3","0.02","0.08","0.85","1.2","-9","-6"
"472","19","-0.19","0.09","0.1","-0.6","-10","-5"
"350","44","0.17","0.15","0.21","-0.8","-11","-4"
"-551","32","-0.3","0.12","1.04","-0.4","-10","-9"
"-690","14","-0.39","0.15","1.17","-1.1","-11","-8"
"-733","-19","-0.04","-0.2","1.09","-1.6","-12","23"
"-571","-25","0.08","-0.24","0.91","-1.6","-12","30"
"-282","-32","0.24","-0.16","0.67","-1.4","-11","27"
"-104","-35","0.29","-0.14","0.53","-1.2","-11","19"
"252","-32","0.56","0.02","0.23","-0.4","-10","17"
"256","-27","0.69","0","0.29","0.3","-10","-4"
"30","-17","0.13","0.16","0.54","2.2","-8","-16"
"-90","-18","-0.22","0.16","0.65","2.2","-8","-16"
"-286","-30","-0.53","-0.02","0.75","0.6","-9","5"
"69","-38","-0.02","-0.13","0.39","-0.4","-10","16"
"16","-29","0.33","0.12","0.53","0.5","-10","-11"
"-43","-30","0.3","0.02","0.55","1.3","-9","-3"
"-91","-32","-0.06","0.07","0.61","1.7","-8","-7"
"483","-25","-0.06","-0.03","0.02","0.1","-10","14"
"-135","-4","0.1","0.14","0.68","0.5","-10","-13"
"-465","-22","-0.13","0.08","0.93","0.6","-9","1"
"-509","-36","-0.26","0.1","0.99","0.2","-10","-5"
"-490","-43","-0.09","-0.07","0.91","0.1","-10","10"
"-423","-67","0.24","-0.07","0.85","0.5","-10","12"
"-73","-87","-0.28","-0.12","0.49","0.9","-9","23"
"77","-87","-0.4","-0.16","0.37","0.6","-9","18"
"196","-80","-0.57","0.05","0.33","-0.6","-11","1"
"189","-76","-0.57","0.05","0.34","-1.3","-11","-1"
"-28","-69","0.14","0.13","0.57","-2.3","-12","-8"
"308","-64","0.39","-0.07","0.2","-1.5","-11","8"
"355","-46","0.22","0.12","0.25","-0.7","-11","-19"
"-181","-40","-0.11","0.24","0.76","-0.4","-10","-23"
"-404","-45","-0.24","0.24","0.96","-0.6","-11","-23"
"-523","-51","-0.31","-0.35","0.94","-0.8","-11","4"
"-241","-60","-0.2","-0.2","0.64","-1.2","-11","21"
"317","-51","0.17","-0.02","0.2","-0.8","-11","6"
"396","-43","0.16","-0.02","0.13","-0.6","-10","5"
"159","-23","0.06","0.1","0.39","0","-10","-8"
"-400","16","0.1","0.03","0.86","0.5","-10","2"
"-417","1","0.01","0.07","0.9","0.7","-9","-5"
"-457","-8","-0.14","0.06","0.93","0.6","-9","-4"
"-115","-31","-0.02","-0.04","0.58","-0.2","-10","7"
"356","-12","0.05","-0.02","0.16","0.5","-10","5"
"347","8","-0.1","0.06","0.2","0.5","-10","-4"
"-15","31","-0.16","0.17","0.57","-0.5","-10","-15"
"-357","16","0.14","0.01","0.84","-0.7","-11","-5"
"-351","-9","0.24","0.04","0.82","0.4","-10","-2"
"-397","-26","0.08","0.05","0.87","0.9","-9","-4"
"-356","-39","-0.07","-0.24","0.75","0.9","-9","17"
"232","-41","-0.06","-0.18","0.21","0.7","-9","23"
"508","-34","-0.02","-0.18","-0.05","0.6","-9","23"
"684","7","-0.13","0.27","-0.06","0.5","-10","-16"
"-392","18","-0.15","0.07","0.9","-0.4","-10","-16"
"53","-24","0.25","-0.03","0.43","0.6","-9","6"
"91","1","-0.29","0.06","0.43","0.7","-9","-4"
"39","5","-0.22","0.05","0.47","-0.5","-10","-1"
"37","5","-0.19","0.05","0.47","-0.6","-10","-1"
"64","7","0.12","0.03","0.44","-0.8","-11","2"
"85","11","0.28","0.06","0.44","-0.1","-10","-4"
"68","12","0.26","0.06","0.45","0.1","-10","-3"
"50","13","0.22","0.06","0.47","0.3","-10","-4"
"31","13","0.21","0.14","0.5","0.5","-10","-6"
"-122","12","0.17","0.14","0.65","0.9","-9","-11"
"-317","5","-0.2","0.08","0.81","0.9","-9","-7"
"-358","1","-0.36","0.12","0.86","0.7","-9","-9"
"-440","-14","-0.7","-0.04","0.89","-0.5","-10","3"
"-318","-24","-0.45","-0.04","0.76","-1.4","-11","8"
"90","-31","0.23","-0.11","0.36","-1.8","-12","16"
"343","-22","0.54","0.06","0.21","-0.9","-11","-5"
"333","-19","0.55","0.03","0.2","-0.5","-10","0"
"282","-11","0.49","0.22","0.3","0.3","-10","-13"
"-101","-8","0","0.23","0.67","0.9","-9","-22"
"-438","-15","-0.44","0.19","0.97","0.5","-10","-22"
"-638","-30","-0.49","-0.02","1.07","-0.4","-10","1"
"-628","-36","-0.44","0.06","1.07","-0.6","-11","1"
"142","34","-0.4","0.3","0.72","0","-10","-24"
"-733","7","0","0.22","1.56","-1.3","-11","-17"
"-491","-35","0.36","-0.21","1.11","-0.7","-11","22"
"232","-41","0.52","-0.06","0.4","0.9","-9","20"
"302","-39","0.52","0.08","0.41","1.2","-9","5"
"234","-23","0.05","0.09","0.51","2.3","-8","-8"
"75","-18","-0.37","0.1","0.67","1.9","-8","-9"
"-91","-18","-0.6","0.07","0.82","0.8","-9","-7"
"-182","-22","-0.51","0.06","0.9","-0.3","-10","-6"
"-60","-33","0.24","0.03","0.74","-1","-11","2"
"-28","-36","0.49","-0.04","0.68","1.2","-9","6"
"46","-36","0.34","0.03","0.63","2.3","-8","0"
"27","-34","-0.09","0.04","0.66","2.6","-7","-4"
"-22","-34","-0.48","0.04","0.69","1.7","-8","-1"
"-30","-36","-0.5","0.04","0.7","-0.2","-10","0"
"0","-37","-0.18","0.04","0.66","-1.5","-11","1"
"36","-37","0.07","-0.08","0.58","-1.6","-12","8"
"198","-32","0.32","0.02","0.44","-1.2","-11","5"
"-9","-22","-0.29","-0.02","0.62","0.6","-9","5"
"358","-11","-0.07","-0.07","0.24","-0.6","-11","11"
"494","-2","0.02","-0.07","0.1","-0.6","-11","11"
"496","22","0.21","0.13","0.21","-0.3","-10","-16"
"17","36","0.2","0.19","0.67","0.5","-9","-18"
"-256","33","0.1","0.2","0.93","0.8","-9","-18"
"-315","3","-0.18","-0.08","0.86","0.5","-9","11"
"352","12","-0.05","0.04","0.27","-0.5","-10","2"
"363","22","-0.01","0.13","0.27","-0.5","-10","0"
"167","35","-0.07","0.11","0.47","-0.6","-11","-9"
"39","40","0.14","0.05","0.56","-0.7","-11","-1"
"-352","17","0.03","0.07","0.93","0.3","-10","-4"
"-293","-12","-0.01","0.01","0.84","0.3","-10","3"
"-133","-27","0.15","-0.01","0.69","0.5","-10","4"
"427","-5","-0.37","-0.02","0.16","-0.5","-10","6"
"585","22","-0.24","0.16","0.06","-1.5","-11","-5"
"61","-23","-0.6","0","0.51","-0.2","-10","4"
"368","2","0.43","0.17","0.28","-1","-11","-10"
"238","10","0.6","0.13","0.39","-0.1","-10","-9"
"131","13","0.58","0.13","0.5","0.6","-9","-12"
"9","15","0.47","0.19","0.62","1.1","-9","-16"
"-320","-2","-0.2","0.06","0.87","1.6","-8","-3"
"-363","-11","-0.38","0.04","0.91","1.1","-9","-4"
"-144","-31","-0.02","-0.05","0.66","0.2","-10","9"
"120","-30","0.11","-0.03","0.44","0.4","-10","3"
"134","-23","-0.22","0.07","0.46","0.5","-10","-8"
"25","-20","-0.53","0.06","0.56","-0.3","-10","-6"
"364","-10","0.13","-0.04","0.18","-1.1","-11","9"
"430","-4","0.29","0.07","0.15","-0.9","-11","5"
"188","13","0.35","0.2","0.45","0.3","-10","-20"
"-288","7","-0.4","0.12","0.85","0.4","-10","-10"
"147","-14","0.27","-0.09","0.36","-1.7","-12","14"
"131","5","0.25","0.11","0.46","0.5","-9","-9"
"64","6","0.12","0.11","0.52","0.7","-9","-9"
"-46","7","-0.14","0.13","0.63","0.7","-9","-12"
"-227","1","-0.24","0.09","0.78","-0.2","-10","-8"
"-283","-4","-0.11","0.11","0.83","-0.3","-10","-9"
"-351","-10","0.1","0","0.86","-0.3","-10","0"
"-356","-16","0.19","0.12","0.89","-0.1","-10","-6"
"-469","-24","0.09","0.08","1","0.2","-10","-11"
"-459","-38","-0.26","-0.15","0.94","-0.1","-10","3"
"154","-50","-0.22","-0.13","0.32","-1.4","-11","20"
"897","4","0.18","0.19","-0.28","-1.3","-11","-1"
"681","23","0.23","0.2","-0.02","-1","-11","-22"
"407","43","0.4","0.14","0.2","-0.3","-10","-12"
"340","47","0.45","0.15","0.27","0","-10","-13"
"-284","49","-0.25","0.13","0.83","1.2","-9","-12"
"-423","42","-0.44","0.14","0.96","0.8","-9","-12"
"-444","18","-0.53","0","0.92","-0.9","-11","4"
"-416","14","-0.51","0.01","0.89","-1.2","-11","5"
"-291","-9","-0.02","0.04","0.79","-2.4","-12","2"
"-180","-19","0.37","-0.02","0.66","-1.9","-12","11"
"37","-22","-0.16","0.02","0.49","0.3","-10","1"
"22","-20","-0.37","0.06","0.52","-0.4","-10","-4"
"-77","-21","-0.22","0.08","0.62","-1.5","-11","-7"
"33","-23","0.19","-0.05","0.46","-1.6","-12","9"
"40","-12","-0.22","0.02","0.48","-0.4","-10","2"
"-11","-9","0.26","0.07","0.55","-1","-11","-4"
"-28","-9","0.37","0.07","0.57","-0.8","-11","-4"
"-58","-10","0.53","0.08","0.59","-0.4","-10","-4"
"-65","-11","0.56","0.17","0.6","0.2","-10","-3"
"-158","-12","0.48","0.12","0.71","0.7","-9","-10"
"-263","-23","-0.09","0.04","0.77","1.3","-9","-3"
"-273","-27","-0.33","0.04","0.78","1.1","-9","-2"
"-231","-31","-0.51","-0.14","0.68","0.7","-9","14"
"-128","-34","-0.58","0.05","0.62","0.2","-10","8"
"-80","-36","-0.5","-0.01","0.58","-0.4","-10","7"
"350","-30","0.01","-0.11","0.15","-1.3","-11","16"
"540","-21","0.27","-0.1","-0.03","-1.2","-11","15"
"605","-13","0.4","0.18","0.01","-0.9","-11","-5"
"373","11","0.35","0.13","0.23","0.5","-10","-11"
"20","22","-0.15","0.15","0.56","0.9","-9","-14"
"-174","6","0.14","0.02","0.68","-0.3","-10","2"
"-155","-2","0.34","0.04","0.67","0.6","-9","-2"
"-92","-13","0.07","0","0.6","1.6","-8","3"
"-51","-15","-0.23","0.02","0.57","1.5","-9","-1"
"-47","-16","-0.42","0.03","0.57","1.1","-9","0"
"-61","-17","-0.41","0.03","0.58","0.6","-9","-2"
"66","-19","0.08","-0.04","0.43","0","-10","9"
"205","-15","0.33","0.04","0.31","0.4","-10","8"
"126","-7","0.12","0.07","0.44","1.1","-9","-8"
"79","-6","-0.03","0.09","0.48","1.1","-9","-7"
"-37","-5","-0.23","0.06","0.57","0.6","-9","-4"
"-58","-18","0.2","0","0.56","0.3","-10","6"
"-8","-18","0.24","-0.03","0.51","0.5","-9","5"
"100","-12","-0.29","0.02","0.43","0.7","-9","1"
"112","-3","-0.18","0.05","0.43","-0.9","-11","-1"
"-160","-3","0.17","0.16","0.72","-1","-11","-13"
"-231","-5","","0.07","0.77","-0.8","-11","-12"
"68","-19","-0.3","-0.07","0.42","-0.2","-10","12"
"197","-9","-0.31","0.06","0.35","-1.5","-11","-2"
"-27","-2","0.23","0.16","0.59","-1.7","-12","-12"
"-181","-4","0.45","0.15","0.73","-1.2","-11","-12"
"-327","-10","0.38","0.14","0.86","-0.6","-11","-11"
"-180","-44","-0.22","-0.04","0.66","-0.4","-10","8"
"219","-42","0.28","-0.04","0.29","-0.9","-11","8"
"318","-37","0.46","-0.04","0.21","-0.5","-10","8"
"358","-27","0.61","0.25","0.23","0.5","-9","-5"
"94","-20","-0.04","-0.05","0.44","1.3","-9","-6"
"98","-17","-0.71","0.15","0.45","0.6","-9","-3"
"35","-16","-0.81","0.08","0.52","-0.1","-10","-9"
"215","-10","0.03","0.01","0.31","-2.5","-12","6"
"261","-7","0.29","0.01","0.27","-2.4","-12","6"
"306","-3","0.51","0.03","0.23","-2.1","-12","5"
"192","7","0.63","0.17","0.41","-1","-11","-18"
"-166","7","0.48","0.42","0.78","0.4","-10","-23"
"-604","-20","-0.07","-0.03","1.06","1","-9","3"
"-597","-22","-0.1","-0.12","1.04","1","-9","4"
"-409","-36","-0.24","0.02","0.86","0.7","-9","10"
"-340","-46","-0.18","-0.03","0.81","0.3","-10","5"
"-80","-54","0.17","-0.06","0.56","0.3","-10","8"
"-124","-54","-0.31","0.14","0.68","1","-9","-12"
"-226","-59","-0.78","0.09","0.74","0.2","-10","-4"
"102","-69","0.26","-0.07","0.39","-1.7","-12","12"
"263","-65","0.64","0.06","0.26","-1.1","-11","8"
"111","-60","0.72","0.14","0.47","-0.1","-10","-13"
"-58","-59","0.56","0.19","0.65","0.6","-9","-21"
"-223","-62","0.33","0.04","0.76","1.1","-9","-11"
"-261","-64","0.17","0.14","0.79","1.2","-9","-8"
"-362","-68","-0.13","0.21","0.92","1.2","-9","-19"
"-433","-75","-0.39","-0.07","0.89","1","-9","6"
"-271","-94","-0.31","-0.1","0.74","-0.5","-10","7"
"190","-96","0.09","-0.1","0.3","-0.8","-11","13"
"370","-75","0.27","0.09","0.21","0.3","-10","-5"
"83","-67","0.05","0.24","0.53","0.7","-9","-20"
"-165","-67","-0.21","0.22","0.75","0.6","-9","-21"
"129","-73","0.02","-0.1","0.35","-0.3","-10","14"
"362","-63","0.35","0.05","0.21","0.2","-10","-5"
"358","-58","0.42","0.03","0.19","0.6","-9","2"
"25","-31","-0.27","0","0.51","1.8","-8","-6"
"331","5","0.17","0.05","0.23","0.6","-9","-3"
"234","13","0.23","0.19","0.38","0.9","-9","-20"
"-166","11","-0.39","0.09","0.68","0.7","-9","-2"
"-225","1","-0.66","0","0.71","-1.2","-11","4"
"23","-9","0.12","-0.04","0.46","-2.7","-13","11"
"145","-7","0.45","-0.04","0.35","-2.4","-12","10"
"190","-5","0.53","0.15","0.37","-2","-12","-4"
"125","-1","0.53","0.19","0.45","-1.3","-11","-11"
"-460","-13","0.42","-0.04","0.96","0.2","-10","-11"
"-510","-38","0.27","0.03","0.97","1.5","-9","3"
"-203","-60","-0.31","-0.07","0.67","1.5","-8","10"
"288","-57","-0.25","-0.07","0.22","-0.5","-10","11"
"501","-40","0.08","0.06","0.07","-0.7","-11","-2"
"314","-17","0.04","0.16","0.29","-0.1","-10","-14"
"55","-12","-0.3","0.19","0.53","-0.3","-10","-16"
"-38","-11","-0.42","0.18","0.61","-0.6","-10","-16"
"-155","-16","-0.55","-0.12","0.63","-1.5","-11","7"
"163","-16","-0.04","-0.18","0.28","-2.1","-12","24"
"433","-10","0.33","-0.08","0.05","-1.9","-12","21"
"310","3","0.65","0.19","0.31","-1.1","-11","-20"
"174","6","0.59","0.22","0.43","-0.6","-11","-19"
"-158","6","0.32","0.06","0.68","0.4","-10","-6"
"-224","-8","-0.32","0","0.71","0.5","-10","2"
"-185","-12","-0.54","0.01","0.67","-0.2","-10","3"
"-161","-13","-0.56","-0.08","0.64","-0.5","-10","5"
"378","-11","-0.12","-0.25","0.03","-1.2","-11","39"
"701","-2","0.16","-0.27","-0.25","-1.2","-11","31"
"946","10","0.34","0.11","-0.42","-1","-11","24"
"897","22","0.43","0.41","-0.2","-0.6","-11","-25"
"531","37","0.39","0.26","0.14","-0.1","-10","-29"
"-162","42","-0.37","0.11","0.69","-0.3","-10","-9"
"-379","30","-0.34","0.12","0.89","-1.5","-11","-8"
"-307","19","-0.05","-0.04","0.77","-1.9","-12","5"
"-198","12","0.24","0.01","0.68","-1.7","-12","6"
"-187","12","0.27","0.01","0.67","-1.7","-12","5"
"-176","11","0.29","0.02","0.66","-1.6","-12","5"
"-433","3","-0.21","0.15","0.96","0.2","-10","-13"
"39","-22","0.13","-0.06","0.44","-0.5","-10","10"
"280","-6","0.27","0.01","0.25","0.7","-9","2"
"-82","10","-0.4","0.1","0.62","0.7","-9","-8"
"-258","-4","-0.27","0.06","0.76","-1.1","-11","-3"
"-120","-20","0.35","-0.01","0.61","-0.9","-11","5"
"-15","-23","0.44","0.06","0.53","0.4","-10","-2"
"-98","-26","-0.23","0.06","0.61","0.8","-9","-4"
"-114","-27","-0.34","0.06","0.63","0.6","-9","-4"
"-75","-30","-0.51","0.14","0.6","-0.3","-10","-2"
"126","-30","0.18","-0.04","0.37","-0.8","-11","9"
"156","-23","0.54","0.18","0.42","0.2","-10","-13"
"-27","-22","0.38","0.15","0.59","0.9","-9","-14"
"-338","-29","-0.33","0.06","0.83","1","-9","-2"
"-354","-39","-0.74","0.07","0.81","0.1","-10","10"
"-250","-51","-0.26","-0.11","0.7","-1.3","-11","9"
"-97","-58","0.43","0.06","0.61","-0.8","-11","-2"
